[Header]	
System	Liquids	
S/W Version	1.00	
User	James	
Date/Time	11/9/2015 12:19:48 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	
Catalyst	TC/TN	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	TOC	AOP1406B009a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 8:33:43 PM	1	2	IC	48.34	123.0	TOC:348.8mg/L TC:458.0mg/L IC:109.3mg/L	1	50	10.00	
Unknown	TOC	AOP1406B009a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 8:36:54 PM	1	3	IC	44.89	114.2	TOC:348.8mg/L TC:458.0mg/L IC:109.3mg/L	0	50	10.00	
Unknown	TOC	AOP1406B009a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 8:40:07 PM	1	4	IC	42.52	108.1	TOC:348.8mg/L TC:458.0mg/L IC:109.3mg/L	0	50	10.00	
Unknown	TOC	AOP1406B009a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 8:43:25 PM	1	5	IC	41.48	105.5	TOC:348.8mg/L TC:458.0mg/L IC:109.3mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 8:54:52 PM	1	1	TC	186.7	480.6	TOC:324.0mg/L TC:438.7mg/L IC:114.7mg/L	1	50	10.00	
Unknown	TOC	AOP1406B011a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 8:58:59 PM	1	2	TC	179.6	462.5	TOC:324.0mg/L TC:438.7mg/L IC:114.7mg/L	1	50	10.00	
Unknown	TOC	AOP1406B011a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 9:03:08 PM	1	3	TC	174.2	448.8	TOC:324.0mg/L TC:438.7mg/L IC:114.7mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 9:07:18 PM	1	4	TC	170.5	439.3	TOC:324.0mg/L TC:438.7mg/L IC:114.7mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 9:11:30 PM	1	5	TC	166.0	427.9	TOC:324.0mg/L TC:438.7mg/L IC:114.7mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 9:15:52 PM	1	1	IC	56.76	144.5	TOC:324.0mg/L TC:438.7mg/L IC:114.7mg/L	1	50	10.00	
Unknown	TOC	AOP1406B011a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 9:19:01 PM	1	2	IC	52.70	134.2	TOC:324.0mg/L TC:438.7mg/L IC:114.7mg/L	1	50	10.00	
Unknown	TOC	AOP1406B011a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 9:22:15 PM	1	3	IC	48.13	122.5	TOC:324.0mg/L TC:438.7mg/L IC:114.7mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 9:25:29 PM	1	4	IC	45.23	115.1	TOC:324.0mg/L TC:438.7mg/L IC:114.7mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 9:28:44 PM	1	5	IC	41.85	106.4	TOC:324.0mg/L TC:438.7mg/L IC:114.7mg/L	0	50	10.00	
Unknown	TOC	AOP1406B012a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 9:40:08 PM	1	1	TC	176.0	453.4	TOC:337.6mg/L TC:445.1mg/L IC:107.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B012a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 9:44:11 PM	1	2	TC	172.9	445.5	TOC:337.6mg/L TC:445.1mg/L IC:107.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B012a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 9:48:24 PM	1	3	TC	169.4	436.5	TOC:337.6mg/L TC:445.1mg/L IC:107.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B012a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 9:52:48 PM	1	1	IC	51.30	130.6	TOC:337.6mg/L TC:445.1mg/L IC:107.5mg/L	1	50	10.00	
Unknown	TOC	AOP1406B012a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 9:55:56 PM	1	2	IC	47.50	120.9	TOC:337.6mg/L TC:445.1mg/L IC:107.5mg/L	1	50	10.00	
Unknown	TOC	AOP1406B012a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 9:59:06 PM	1	3	IC	44.48	113.1	TOC:337.6mg/L TC:445.1mg/L IC:107.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B012a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 10:02:18 PM	1	4	IC	42.31	107.6	TOC:337.6mg/L TC:445.1mg/L IC:107.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B012a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 10:05:35 PM	1	5	IC	39.99	101.7	TOC:337.6mg/L TC:445.1mg/L IC:107.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B014a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 10:16:53 PM	1	1	TC	149.2	385.1	TOC:262.7mg/L TC:362.4mg/L IC:99.74mg/L	1	50	10.00	
Unknown	TOC	AOP1406B014a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 10:20:57 PM	1	2	TC	143.2	369.8	TOC:262.7mg/L TC:362.4mg/L IC:99.74mg/L	0	50	10.00	
Unknown	TOC	AOP1406B014a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 10:24:59 PM	1	3	TC	140.0	361.7	TOC:262.7mg/L TC:362.4mg/L IC:99.74mg/L	0	50	10.00	
Unknown	TOC	AOP1406B014a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 10:29:12 PM	1	4	TC	137.7	355.8	TOC:262.7mg/L TC:362.4mg/L IC:99.74mg/L	0	50	10.00	
Unknown	TOC	AOP1406B014a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 10:33:30 PM	1	1	IC	47.79	121.6	TOC:262.7mg/L TC:362.4mg/L IC:99.74mg/L	1	50	10.00	
Unknown	TOC	AOP1406B014a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 10:36:38 PM	1	2	IC	44.71	113.7	TOC:262.7mg/L TC:362.4mg/L IC:99.74mg/L	1	50	10.00	
Unknown	TOC	AOP1406B014a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 10:39:47 PM	1	3	IC	41.55	105.7	TOC:262.7mg/L TC:362.4mg/L IC:99.74mg/L	0	50	10.00	
Unknown	TOC	AOP1406B014a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 10:42:59 PM	1	4	IC	38.61	98.14	TOC:262.7mg/L TC:362.4mg/L IC:99.74mg/L	0	50	10.00	
Unknown	TOC	AOP1406B014a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 10:46:12 PM	1	5	IC	37.55	95.43	TOC:262.7mg/L TC:362.4mg/L IC:99.74mg/L	0	50	10.00	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 103.8 / Control exceeds range!	1/23/2015 10:55:07 PM	1	1	TC	406.5	104.0	TC:103.8mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 103.8 / Control exceeds range!	1/23/2015 10:59:17 PM	1	2	TC	404.7	103.6	TC:103.8mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 103.8 / Control exceeds range!	1/23/2015 11:03:25 PM	1	3	TC	404.9	103.6	TC:103.8mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.79 / Control within range!	1/23/2015 11:11:47 PM	1	1	IC	42.59	10.83	IC:10.79mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.79 / Control within range!	1/23/2015 11:14:55 PM	1	2	IC	42.55	10.82	IC:10.79mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.79 / Control within range!	1/23/2015 11:18:01 PM	1	3	IC	42.13	10.71	IC:10.79mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 102.9 / Control exceeds range!	2/6/2015 3:30:19 PM	1	1	TC	400.5	102.5	TC:102.9mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 102.9 / Control exceeds range!	2/6/2015 3:34:28 PM	1	2	TC	404.5	103.5	TC:102.9mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 102.9 / Control exceeds range!	2/6/2015 3:38:43 PM	1	3	TC	401.1	102.7	TC:102.9mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 11.07 / Control exceeds range!	2/6/2015 3:48:14 PM	1	1	IC	43.68	11.11	IC:11.07mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 11.07 / Control exceeds range!	2/6/2015 3:51:53 PM	1	2	IC	43.46	11.05	IC:11.07mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 11.07 / Control exceeds range!	2/6/2015 3:55:33 PM	1	3	IC	43.38	11.03	IC:11.07mg/L	0	50	1.000	
Unknown	TOC	AOP1406F004b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 4:06:48 PM	1	1	TC	150.5	388.4	TOC:322.9mg/L TC:370.7mg/L IC:47.71mg/L	1	50	10.00	
Unknown	TOC	AOP1406F004b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 4:10:59 PM	1	2	TC	145.0	374.4	TOC:322.9mg/L TC:370.7mg/L IC:47.71mg/L	0	50	10.00	
Unknown	TOC	AOP1406F004b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 4:15:08 PM	1	3	TC	143.7	371.1	TOC:322.9mg/L TC:370.7mg/L IC:47.71mg/L	0	50	10.00	
Unknown	TOC	AOP1406F004b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 4:19:20 PM	1	4	TC	141.9	366.5	TOC:322.9mg/L TC:370.7mg/L IC:47.71mg/L	0	50	10.00	
Unknown	TOC	AOP1406F004b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 4:23:33 PM	1	1	IC	19.13	48.32	TOC:322.9mg/L TC:370.7mg/L IC:47.71mg/L	0	50	10.00	
Unknown	TOC	AOP1406F004b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 4:26:37 PM	1	2	IC	18.92	47.79	TOC:322.9mg/L TC:370.7mg/L IC:47.71mg/L	0	50	10.00	
Unknown	TOC	AOP1406F004b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 4:29:42 PM	1	3	IC	18.62	47.02	TOC:322.9mg/L TC:370.7mg/L IC:47.71mg/L	0	50	10.00	
Unknown	TOC	AOP1406B001b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 4:40:52 PM	1	1	TC	184.1	474.0	TOC:337.6mg/L TC:474.1mg/L IC:136.4mg/L	0	50	10.00	
Unknown	TOC	AOP1406B001b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 4:44:48 PM	1	2	TC	183.7	473.0	TOC:337.6mg/L TC:474.1mg/L IC:136.4mg/L	0	50	10.00	
Unknown	TOC	AOP1406B001b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 4:48:55 PM	1	3	TC	184.6	475.3	TOC:337.6mg/L TC:474.1mg/L IC:136.4mg/L	0	50	10.00	
Unknown	TOC	AOP1406B001b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 4:53:12 PM	1	1	IC	54.03	137.6	TOC:337.6mg/L TC:474.1mg/L IC:136.4mg/L	0	50	10.00	
Unknown	TOC	AOP1406B001b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 4:56:17 PM	1	2	IC	53.52	136.3	TOC:337.6mg/L TC:474.1mg/L IC:136.4mg/L	0	50	10.00	
Unknown	TOC	AOP1406B001b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 4:59:25 PM	1	3	IC	53.20	135.4	TOC:337.6mg/L TC:474.1mg/L IC:136.4mg/L	0	50	10.00	
Unknown	TOC	AOP1406B002b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 5:10:53 PM	1	1	TC	181.3	466.9	TOC:323.6mg/L TC:464.8mg/L IC:141.2mg/L	0	50	10.00	
Unknown	TOC	AOP1406B002b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 5:15:01 PM	1	2	TC	179.1	461.2	TOC:323.6mg/L TC:464.8mg/L IC:141.2mg/L	0	50	10.00	
Unknown	TOC	AOP1406B002b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 5:19:06 PM	1	3	TC	181.1	466.3	TOC:323.6mg/L TC:464.8mg/L IC:141.2mg/L	0	50	10.00	
Unknown	TOC	AOP1406B002b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 5:23:30 PM	1	1	IC	56.15	143.0	TOC:323.6mg/L TC:464.8mg/L IC:141.2mg/L	0	50	10.00	
Unknown	TOC	AOP1406B002b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 5:26:35 PM	1	2	IC	55.14	140.4	TOC:323.6mg/L TC:464.8mg/L IC:141.2mg/L	0	50	10.00	
Unknown	TOC	AOP1406B002b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 5:29:39 PM	1	3	IC	55.06	140.2	TOC:323.6mg/L TC:464.8mg/L IC:141.2mg/L	0	50	10.00	
Unknown	TOC	AOP1406B003b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 5:40:42 PM	1	1	TC	175.6	452.3	TOC:315.8mg/L TC:448.3mg/L IC:132.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B003b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 5:44:47 PM	1	2	TC	173.4	446.7	TOC:315.8mg/L TC:448.3mg/L IC:132.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B003b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 5:48:48 PM	1	3	TC	173.0	445.7	TOC:315.8mg/L TC:448.3mg/L IC:132.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B003b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 5:53:10 PM	1	1	IC	51.99	132.4	TOC:315.8mg/L TC:448.3mg/L IC:132.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B003b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 5:56:11 PM	1	2	IC	51.87	132.0	TOC:315.8mg/L TC:448.3mg/L IC:132.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B003b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 5:59:18 PM	1	3	IC	52.29	133.1	TOC:315.8mg/L TC:448.3mg/L IC:132.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B006b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 6:10:30 PM	1	1	TC	157.5	406.2	TOC:301.2mg/L TC:400.7mg/L IC:99.50mg/L	0	50	10.00	
Unknown	TOC	AOP1406B006b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 6:14:32 PM	1	2	TC	153.7	396.5	TOC:301.2mg/L TC:400.7mg/L IC:99.50mg/L	0	50	10.00	
Unknown	TOC	AOP1406B006b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 6:18:38 PM	1	3	TC	154.8	399.4	TOC:301.2mg/L TC:400.7mg/L IC:99.50mg/L	0	50	10.00	
Unknown	TOC	AOP1406B006b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 6:22:57 PM	1	1	IC	39.42	100.2	TOC:301.2mg/L TC:400.7mg/L IC:99.50mg/L	0	50	10.00	
Unknown	TOC	AOP1406B006b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 6:25:59 PM	1	2	IC	39.10	99.39	TOC:301.2mg/L TC:400.7mg/L IC:99.50mg/L	0	50	10.00	
Unknown	TOC	AOP1406B006b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 6:29:07 PM	1	3	IC	38.91	98.90	TOC:301.2mg/L TC:400.7mg/L IC:99.50mg/L	0	50	10.00	
Unknown	TOC	AOP1406B008b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 6:40:14 PM	1	1	TC	153.4	395.8	TOC:298.2mg/L TC:394.5mg/L IC:96.33mg/L	0	50	10.00	
Unknown	TOC	AOP1406B008b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 6:44:22 PM	1	2	TC	153.5	396.0	TOC:298.2mg/L TC:394.5mg/L IC:96.33mg/L	0	50	10.00	
Unknown	TOC	AOP1406B008b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 6:48:26 PM	1	3	TC	151.8	391.7	TOC:298.2mg/L TC:394.5mg/L IC:96.33mg/L	0	50	10.00	
Unknown	TOC	AOP1406B008b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 6:52:44 PM	1	1	IC	38.66	98.26	TOC:298.2mg/L TC:394.5mg/L IC:96.33mg/L	0	50	10.00	
Unknown	TOC	AOP1406B008b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 6:55:51 PM	1	2	IC	37.64	95.66	TOC:298.2mg/L TC:394.5mg/L IC:96.33mg/L	0	50	10.00	
Unknown	TOC	AOP1406B008b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 6:58:56 PM	1	3	IC	37.41	95.07	TOC:298.2mg/L TC:394.5mg/L IC:96.33mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 7:10:06 PM	1	1	TC	157.0	405.0	TOC:310.0mg/L TC:400.3mg/L IC:90.30mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 7:14:11 PM	1	2	TC	153.9	397.1	TOC:310.0mg/L TC:400.3mg/L IC:90.30mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		2/6/2015 7:18:23 PM	1	3	TC	154.6	398.8	TOC:310.0mg/L TC:400.3mg/L IC:90.30mg/L	0	50	10.00	
Unknown	TOC	AOP1406B011b	Untitled	C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		2/6/2015 7:22:41 PM	1	1	IC	35.34	89.77	TOC:310.0mg/L TC:400.3mg/L IC:90.30mg/L	0	50	10.00	
