Determination start,Ident,Sample type,Method name,User (short name),Info 1,Anions.Chloride.Concentration,Anions.Bromide.Concentration,Anions.Sulfate.Concentration,Anions.Iodide.Concentration,Organic Acids.Formic acid.Concentration,Organic Acids.Acetic acid.Concentration,Organic Acids.Propionic acid.Concentration,Organic Acids.Butyrate.Concentration
2013-09-30 18:29:53 UTC-6,STD2 READBK,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,2.046
2013-09-30 17:10:25 UTC-6,STD5,Standard 5,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,45.079
2013-09-30 15:51:00 UTC-6,STD4,Standard 4,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,30.906
2013-09-30 14:31:35 UTC-6,STD3,Standard 3,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,0.194
2013-09-30 13:12:06 UTC-6,STD2,Standard 2,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,5.000
2013-09-30 11:52:35 UTC-6,STD1-Rerun,Standard 1,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,1.000
2013-09-30 10:33:07 UTC-6,STD1,Standard 1,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,40.621
2013-09-30 10:30:31 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,
2013-09-30 09:24:01 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,
2013-09-27 14:22:31 UTC-6,STD2,Standard 2,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,4.845
2013-09-27 13:03:08 UTC-6,STD3,Standard 3,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,-10.162
2013-09-27 11:38:38 UTC-6,STD1,Standard 1,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,1.000
2013-09-27 10:59:06 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,14.704
2013-09-27 08:36:08 UTC-6,STD6,Standard 6,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,37.906
2013-09-27 07:46:47 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,48.072
2013-09-26 19:03:04 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,34.189
2013-09-26 18:13:37 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,4.347
2013-09-26 17:24:05 UTC-6,STD2 READBK,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,invalid
2013-09-26 16:04:24 UTC-6,STD3NEW,Standard 3,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,43.502
2013-09-26 14:34:52 UTC-6,STD5,Standard 5,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,40.000
2013-09-26 13:15:25 UTC-6,STD4,Standard 4,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,6.227
2013-09-26 11:55:58 UTC-6,STD3,Standard 3,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,3.155
2013-09-26 10:36:33 UTC-6,STD2,Standard 2,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,1.444
2013-09-26 09:17:04 UTC-6,STD1,Standard 1,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,-0.012
2013-09-26 08:27:38 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,-0.778
2013-09-25 19:34:00 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,-0.671
2013-09-25 18:44:33 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,0.205
2013-09-25 17:55:05 UTC-6,STD2 READBK,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,4.442
2013-09-25 16:34:43 UTC-6,STD5,Standard 5,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,31.982
2013-09-25 15:14:22 UTC-6,STD4,Standard 4,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,42.031
2013-09-25 13:54:02 UTC-6,STD3,Standard 3,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,10.039
2013-09-25 12:33:43 UTC-6,STD2,Standard 2,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,3.266
2013-09-25 11:13:40 UTC-6,STD1,Standard 1,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,0.028
2013-09-25 10:23:08 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,-0.227
2013-09-25 09:38:18 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,-0.749
2013-09-25 09:34:40 UTC-6,STD1,Standard 1,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,
2013-09-24 21:10:20 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-24,Lifeng,,,,,,,,,-0.239
2013-09-24 20:23:30 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-24,Lifeng,,,,,,,,,0.384
2013-09-24 19:36:40 UTC-6,STD5,Standard 5,ORGANIC ACIDS 2013-09-24,Lifeng,,,,,,,,,31.996
2013-09-24 18:40:00 UTC-6,STD4,Standard 4,ORGANIC ACIDS 2013-09-24,Lifeng,,,,,,,,,30.534
2013-09-24 17:43:18 UTC-6,STD3,Standard 3,ORGANIC ACIDS 2013-09-24,Lifeng,,,,,,,,,10.559
2013-09-24 16:46:36 UTC-6,STD2,Standard 2,ORGANIC ACIDS 2013-09-24,Lifeng,,,,,,,,,5.000
2013-09-24 16:09:56 UTC-6,STD1,Standard 1,ORGANIC ACIDS 2013-09-24,Lifeng,,,,,,,,,1.000
2013-09-24 15:40:17 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-24,Lifeng,,,,,,,,,19.140
2013-09-24 15:13:26 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-24,Lifeng,,,,,,,,,19.772
2013-09-24 10:57:33 UTC-6,MQ WATER -8,Sample,ORGANIC ACIDS 2013-09,Lifeng,,,,,,,,,
2013-09-24 10:04:31 UTC-6,MQ WATER -7,Sample,ORGANIC ACIDS 2013-09,Lifeng,,,,,,,,,
2013-09-24 10:01:39 UTC-6,MQ WATER -6,Sample,ORGANIC ACIDS 2013-09,Lifeng,,,,,,,,,
2013-09-23 15:28:33 UTC-6,MQ WATER -5,Sample,ORGANIC ACIDS 2013-09,Lifeng,,,,,,,,,
2013-09-23 15:24:47 UTC-6,MQ WATER -4,Sample,ORGANIC ACIDS 2013-09,Lifeng,,,,,,,,,
2013-09-23 15:20:45 UTC-6,MQ WATER -3,Sample,ORGANIC ACIDS 2013-09,Lifeng,,,,,,,,,
2013-09-23 15:14:35 UTC-6,MQ WATER organic test -2,Sample,ORGANIC ACIDS 2013-09,Lifeng,,,,,,,,,
2013-09-23 15:09:36 UTC-6,MQ WATER organic test,Sample,ORGANIC ACIDS 2013-09,Lifeng,,,,,,,,,
2011-10-20 03:52:24 UTC-6,std 1,Sample,ORGANIC ACIDS-test,Lifeng,,,,,,,,,5.909
2011-10-20 03:20:44 UTC-6,std 1,Sample,ORGANIC ACIDS-test,Lifeng,,,,,,,,,
2011-09-09 02:44:11 UTC-6,MQ BLANK,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,0.153
2011-09-09 01:51:23 UTC-6,MQ BLANIK,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,0.144
2011-09-09 00:58:27 UTC-6,SPK-1000A-DUP,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,1.003
2011-09-08 23:57:32 UTC-6,SPK-1000A,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,1.005
2011-09-08 22:56:36 UTC-6,SPK-100BUT-DUP,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,10.247
2011-09-08 21:55:39 UTC-6,SPK-100BUT,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,10.079
2011-09-08 20:54:42 UTC-6,S-100-DUP,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,0.970
2011-09-08 19:53:42 UTC-6,S-100,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,0.995
2011-09-08 18:52:42 UTC-6,SPK-1000BUT-DUP,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,11.149
2011-09-08 17:51:42 UTC-6,SPK-1000BUT,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,11.283
2011-09-08 16:50:41 UTC-6,S-1000-DUP,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,1.030
2011-09-08 15:49:39 UTC-6,S-1000,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,0.933
2011-09-08 14:48:39 UTC-6,QC 15PPM-DUP,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,15.116
2011-09-08 13:47:39 UTC-6,QC 15PPM,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,15.113
2011-09-08 12:46:41 UTC-6,STD40,Standard 7,ORGANIC ACIDS,Lifeng,,,,,,,,,40.206
2011-09-08 11:45:43 UTC-6,STD6,Standard 6,ORGANIC ACIDS,Lifeng,,,,,,,,,30.419
2011-09-08 10:44:47 UTC-6,STD5,Standard 5,ORGANIC ACIDS,Lifeng,,,,,,,,,20.300
2011-09-08 09:43:51 UTC-6,STD4,Standard 4,ORGANIC ACIDS,Lifeng,,,,,,,,,15.243
2011-09-08 08:42:55 UTC-6,STD3,Standard 3,ORGANIC ACIDS,Lifeng,,,,,,,,,9.971
2011-09-08 07:42:02 UTC-6,STD2,Standard 2,ORGANIC ACIDS,Lifeng,,,,,,,,,5.000
2011-09-08 06:41:17 UTC-6,STD1,Standard 1,ORGANIC ACIDS,Lifeng,,,,,,,,,1.000
2011-09-08 05:48:27 UTC-6,MQ BLANK,Blank,ORGANIC ACIDS,Lifeng,,,,,,,,,
2011-09-08 04:55:38 UTC-6,MQ BLANK,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,0.271
2011-09-02 02:35:37 UTC-6,S-1000,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,1.042
2011-09-02 01:34:41 UTC-6,QC,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,5.705
2011-09-02 00:33:48 UTC-6,QC,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,17.291
2011-09-01 21:33:10 UTC-6,std4,Standard 4,ORGANIC ACIDS,Lifeng,,,,,,,,,5.717
2011-09-01 20:40:21 UTC-6,blank,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,4.603
2011-09-01 19:58:59 UTC-6,S-1000,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,
2011-09-01 19:06:06 UTC-6,BLANK,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,1.688
2011-09-01 18:13:13 UTC-6,SPK-100B,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,21.080
2011-09-01 17:12:28 UTC-6,SPK-100A,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,0.474
2011-09-01 16:11:43 UTC-6,S-100,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,15.975
2011-09-01 15:10:53 UTC-6,S-500,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,0.338
2011-09-01 14:10:04 UTC-6,SPK-1000B,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,invalid
2011-09-01 13:09:13 UTC-6,SPK-1000A,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,invalid
2011-09-01 12:08:22 UTC-6,S-1000,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,6.706
2011-09-01 11:07:30 UTC-6,S-10000B,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,10.390
2011-09-01 10:06:37 UTC-6,SPK-10000A,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,4.305
2011-09-01 09:05:42 UTC-6,S-10000,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,0.758
2011-09-01 08:04:47 UTC-6,QC,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,5.023
2011-09-01 07:03:51 UTC-6,std 6,Standard 6,ORGANIC ACIDS,Lifeng,,,,,,,,,14.749
2011-09-01 06:02:54 UTC-6,std 5,Standard 5,ORGANIC ACIDS,Lifeng,,,,,,,,,10.000
2011-09-01 05:01:57 UTC-6,std 4,Standard 4,ORGANIC ACIDS,Lifeng,,,,,,,,,5.000
2011-09-01 03:45:53 UTC-6,std 3,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,
2011-09-01 02:49:52 UTC-6,std 2,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,invalid
2011-09-01 01:45:10 UTC-6,STD1,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,invalid
2011-09-01 00:57:22 UTC-6,CALIBRATION BLANK,Blank,ORGANIC ACIDS,Lifeng,,,,,,,,,
2011-09-01 00:09:38 UTC-6,MQ,Blank,ORGANIC ACIDS,Lifeng,,,,,,,,,
2011-08-31 23:21:50 UTC-6,MQ,Blank,ORGANIC ACIDS,Lifeng,,,,,,,,,
2011-08-31 22:34:05 UTC-6,MQ,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,0.253
2011-08-26 01:47:57 UTC-6,caporate,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,
2011-08-26 01:07:08 UTC-6,S-100,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,
2011-08-26 00:18:17 UTC-6,S-500,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,1.033
2011-08-25 23:29:25 UTC-6,S-1000,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,0.572
2011-08-25 22:40:39 UTC-6,S-500,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,0.668
2011-08-25 22:07:41 UTC-6,S-1000,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,0.625
2011-08-25 21:30:44 UTC-6,QC,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,5.105
2011-08-25 12:41:52 UTC-6,QC,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,
2011-08-25 12:04:04 UTC-6,Water blank,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,
2011-08-25 11:26:05 UTC-6,std 6,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,
2011-08-25 10:40:07 UTC-6,std 5,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,6.975
2011-08-25 09:54:09 UTC-6,std 4,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,4.154
2011-08-25 09:08:10 UTC-6,std 3,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,0.654
2011-08-25 08:22:09 UTC-6,std 2,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,0.183
2011-08-25 07:36:09 UTC-6,std 1,Standard 1,ORGANIC ACIDS,Lifeng,,,,,,,,,0.008
2011-08-25 06:50:08 UTC-6,std 6,Standard 6,ORGANIC ACIDS,Lifeng,,,,,,,,,15.094
2011-08-25 06:04:10 UTC-6,std 5,Standard 5,ORGANIC ACIDS,Lifeng,,,,,,,,,9.896
2011-08-25 05:18:13 UTC-6,std 4,Standard 4,ORGANIC ACIDS,Lifeng,,,,,,,,,5.002
2011-08-25 04:32:16 UTC-6,std 3,Standard 3,ORGANIC ACIDS,Lifeng,,,,,,,,,1.000
2011-08-25 03:33:21 UTC-6,std 2,Standard 2,ORGANIC ACIDS,Lifeng,,,,,,,,,0.500
2011-08-25 02:42:39 UTC-6,std-1,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,
2011-08-25 00:56:43 UTC-6,calibration flush,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,invalid
2011-08-25 00:39:08 UTC-6,system flush-3,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,
2011-08-25 00:01:20 UTC-6,system flush-2,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,
2011-08-24 23:23:28 UTC-6,system flush-1,Sample,ORGANIC ACIDS,Lifeng,,,,,,,,,
2015-11-09 10:42:32 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.070,,,,,
2015-11-09 09:36:56 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.070,,,,,
2015-11-09 08:29:26 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,1.938,,,,,
2015-11-05 10:57:35 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.068,,,,,
2015-11-05 09:52:06 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.068,,,,,
2015-11-05 08:44:46 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,1.582,,,,,
2015-11-02 10:49:13 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.071,,,,,
2015-11-02 09:43:36 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,0.071,,,,,
2015-11-02 08:36:09 UTC-7,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-10-30 10:53:01 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.091,,,,,
2015-10-30 09:47:31 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.091,,,,,
2015-10-30 08:40:10 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.900,,,,,
2015-10-26 10:47:56 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.071,,,,,
2015-10-26 09:42:20 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.071,,,,,
2015-10-26 08:34:53 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.207,,,,,,
2015-10-23 13:29:35 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.071,,,,,
2015-10-23 12:24:04 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.070,,,,,
2015-10-23 11:16:46 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.162,2.471,,,,,
2015-10-19 12:32:40 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-10-19 11:27:04 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-10-19 10:19:36 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.166,,,,,,
2015-10-15 10:54:11 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.175,,,,,,,
2015-10-15 09:48:38 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.174,,,,,,,
2015-10-15 08:41:19 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.052,,,,,
2015-10-13 11:15:51 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.174,,,,,,,
2015-10-13 10:10:17 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.175,,,,,,,
2015-10-13 09:02:50 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.264,2.712,,,,,
2015-10-08 10:54:28 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.177,,,,,,,
2015-10-08 09:48:57 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.177,,,,,,,
2015-10-08 08:41:37 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.647,,,,,
2015-10-05 10:51:55 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-10-05 09:46:17 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.068,,,,,
2015-10-05 08:38:46 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.864,,,,,
2015-10-01 13:18:48 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.068,,,,,
2015-10-01 12:13:13 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.068,,,,,
2015-10-01 11:05:47 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.559,,,,,
2015-09-28 11:03:52 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.070,,,,,
2015-09-28 09:58:22 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.170,,0.072,,,,,
2015-09-28 08:51:00 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.975,,,,,
2015-09-24 11:30:17 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.079,,,,,
2015-09-24 10:24:41 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.079,,,,,
2015-09-24 09:17:14 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.504,,,,,
2015-09-21 11:00:59 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.070,,,,,
2015-09-21 09:55:27 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.069,,,,,
2015-09-21 08:48:05 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.863,,,,,
2015-09-17 13:01:47 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.068,,,,,
2015-09-17 11:56:11 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.068,,,,,
2015-09-17 10:48:44 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-09-14 10:57:27 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.070,,,,,
2015-09-14 09:51:53 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.071,,,,,
2015-09-14 08:44:26 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,2.602,,,,,
2015-09-08 10:54:50 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.069,,,,,
2015-09-08 09:49:15 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.068,,,,,
2015-09-08 08:41:37 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.181,,,,,,
2015-09-04 16:25:18 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.069,,,,,
2015-09-04 15:19:48 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.069,,,,,
2015-09-04 14:12:28 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.125,2.280,,,,,
2015-08-31 10:54:36 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-08-31 09:49:02 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-08-31 08:41:36 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.486,,,,,
2015-08-28 10:54:35 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.080,,,,,,
2015-08-28 09:48:59 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-08-28 08:41:32 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.925,,,,,
2015-08-24 10:54:12 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.069,,,,,
2015-08-24 09:48:37 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.173,,0.070,,,,,
2015-08-24 08:41:14 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,1.827,,,,,
2015-08-20 11:07:01 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.067,,,,,
2015-08-20 10:01:25 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.066,,,,,
2015-08-20 08:53:55 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,0.289,,,,,,
2015-08-17 10:58:36 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.069,,,,,
2015-08-17 09:52:59 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.068,,,,,
2015-08-17 08:45:29 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,,,,,,
2015-08-14 01:55:59 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.071,,,,,
2015-08-14 00:50:18 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,50.733,4.911,4.928,4.853,,,,
2015-08-13 23:44:26 UTC-6,CVE1508A008,Sample,Cenovus anions,Lifeng,20 x dilution,131.904,0.649,3.543,0.123,,,,
2015-08-13 22:38:32 UTC-6,CVE1508A007,Sample,Cenovus anions,Lifeng,20 x dilution,126.145,0.634,3.795,0.127,,,,
2015-08-13 21:32:30 UTC-6,CVE1508A006,Sample,Cenovus anions,Lifeng,20 x dilution,131.886,0.652,3.144,0.124,,,,
2015-08-13 20:26:13 UTC-6,CVE1508A005,Sample,Cenovus anions,Lifeng,20 x dilution,136.994,0.707,1.669,0.141,,,,
2015-08-13 19:20:20 UTC-6,CVE1508A004,Sample,Cenovus anions,Lifeng,20 x dilution,194.297,1.262,2.687,0.401,,,,
2015-08-13 18:14:27 UTC-6,CVE1508A003 dup,Sample,Cenovus anions,Lifeng,20 x dilution,139.734,0.701,1.278,0.111,,,,
2015-08-13 17:08:34 UTC-6,CVE1508A003,Sample,Cenovus anions,Lifeng,20 x dilution,140.639,0.701,1.297,0.112,,,,
2015-08-13 16:02:42 UTC-6,CVE1508A002,Sample,Cenovus anions,Lifeng,20 x dilution,133.933,0.660,1.193,0.121,,,,
2015-08-13 14:56:49 UTC-6,CVE1508A001,Sample,Cenovus anions,Lifeng,20 x dilution,132.689,0.662,3.775,0.127,,,,
2015-08-13 13:50:57 UTC-6,LFB,Sample,Cenovus anions,Lifeng,,9.929,1.911,1.925,1.949,,,,
2015-08-13 12:45:04 UTC-6,QCs,Check standard 1,Cenovus anions,Lifeng,,50.074,4.885,4.930,4.871,,,,
2015-08-13 11:39:13 UTC-6,LRB,Sample,Cenovus anions,Lifeng,,,,0.069,,,,,
2015-08-13 10:33:25 UTC-6,IPCs,Sample,Cenovus anions,Lifeng,,99.563,4.879,4.825,4.839,,,,
2015-08-13 09:25:58 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.063,,,,,
2015-08-13 00:38:41 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.173,,0.070,,,,,
2015-08-12 23:32:08 UTC-6,Standard 6,Standard 6,Cenovus anions,Lifeng,,199.917,10.044,10.070,10.054,,,,
2015-08-12 22:26:06 UTC-6,Standard 5,Standard 5,Cenovus anions,Lifeng,,100.610,5.012,5.022,5.040,,,,
2015-08-12 21:20:06 UTC-6,Standard 4,Standard 4,Cenovus anions,Lifeng,,49.332,1.932,1.936,1.981,,,,
2015-08-12 20:13:57 UTC-6,Standard 3,Standard 3,Cenovus anions,Lifeng,,24.961,0.497,0.491,0.487,,,,
2015-08-12 19:08:02 UTC-6,Standard 2,Standard 2,Cenovus anions,Lifeng,,5.048,0.135,0.252,0.115,,,,
2015-08-12 18:02:15 UTC-6,Standard 1,Standard 1,Cenovus anions,Lifeng,,2.571,0.089,0.228,0.075,,,,
2015-08-12 16:54:34 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.784,0.066,0.245,0.056,,,,
2015-08-12 16:18:02 UTC-6,Standard 4,Standard 4,Cenovus anions,Lifeng,,49.896,1.951,2.072,1.991,,,,
2015-08-12 15:12:02 UTC-6,Standard 3,Standard 3,Cenovus anions,Lifeng,,25.133,0.509,0.201,0.500,,,,
2015-08-12 14:06:03 UTC-6,Standard 2,Standard 2,Cenovus anions,Lifeng,,5.401,0.150,0.196,0.139,,,,
2015-08-12 13:00:11 UTC-6,Standard 1,Standard 1,Cenovus anions,Lifeng,,2.927,0.106,0.213,0.093,,,,
2015-08-12 11:52:15 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,0.555,0.325,,,,,,
2015-08-10 11:02:31 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.203,,,,,
2015-08-10 09:56:56 UTC-6,MQ,Sample,Cenovus anions,Lifeng,,,,0.203,,,,,
