9/4/2014   6:16:35PM,,,,Calib. Blank QC,,James,Cenovus (25),,,,,,,,,,,,,,,,,,,,,,,,,F .0012,,,,,,,,,,F .0004,,,,F .0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F .0018,,,,,,,,,,,,,,,,,,,,,,F .0001,,,,,,,,,,F .0072,,,,F .0014,,,,,,,,^F *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F .0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   6:18:33PM,,,,QCS,,James,Cenovus (25),,,,,,,,,,,,,,,,,,,,,,,,, 5.187,,,,,,,,,, 5.114,,,, 4.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.109,,,,,,,,,,,,,,,,,,,,,, 9.874,,,,,,,,,, 5.021,,,,F 5.258,,,,,,,, 25.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   6:20:42PM,,,,Low QCS1,,James,Cenovus (25),,,,,,,,,,,,,,,,,,,,,,,,, .5216,,,,,,,,,, .8440,,,, .8265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .5171,,,,,,,,,,,,,,,,,,,,,, 1.031,,,,,,,,,, .5168,,,, .5307,,,,,,,, 2.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .5132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Published:,,11/10/2015  2:32:31 PM,,,,,,,,2 - 1 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,2 - 2 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,2 - 3 of 47,,,,Published:,11/10/2015  2:32:31 PM,,,,,,,2 - 4 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,2 - 5 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,2 - 6 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,2 - 7 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,2 - 8 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,2 - 9 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,2 - 10 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,2 - 11 of 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Ag3280,,Al3082,Al3961,,As1890,,Au2427,,B_2496,,B_2497,,Ba2304,,Ba4130,,Ba4554,,Ba,,Ba4934,,Be3130,,Bi2230,,Bi3067,,Ca,,Ca3158,,Ca3179,,Ca3933,,Cd2265,,Cd2288,,Ce4040,,Ce5353,,Co2286,,Co2311,,Co2388,,Cr2677,,Cu3247,,Dy3531,,Er3372,,Eu3819,,Fe2382,,Fe,,Fe2599,,Ga2943,,Gd3350,,Ge2651,,Hf3399,,Hg1942,,Ho3456,,In2306,,In3256,,Ir2242,,K,,K_7664,,La3337,,Li6707,,Lu2615,,Mg,,Mg2790,,Mg2852,,Mn2576,,Mn2593,,Mo2020,,Mo2848,,Na5889,,Na5895,,Na8183,,Nb3094,,Nd4012,,Ni2316,,Os2255,,P_2136,,Pb2203,,Pd3404,,Pr4143,,Pt2144,,Rh3434,,Ru2678,,S_1826,,Sb2068,,Sc3613,,Se1960,,Si2516,,Sm3306,,Sn1899,,Sr2152,,Sr2282,,Sr4077,,Sr,,Sr4215,,Ta2685,,Tb3509,,Te2142,,Th2837,,Ti3349,,Tl1908,,Tm3131,,U_3670,,V_3093,,W_2397,,Y_3710,,Yb3289,,Zn2138,,Zn2138,,Zr3391,
9/4/2014   6:22:17PM,,,,Low QCS2,,James,Cenovus (25),,,,,,,,,,,,,,,,,,,,,,,,, .2561,,,,,,,,,, .8100,,,, .8030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .2821,,,,,,,,,,,,,,,,,,,,,, .5315,,,,,,,,,, .2682,,,, .2654,,,,,,,, 1.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .2562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   6:33:54PM,,,,Blank,,James,Cenovus (26),,,,,,,,,,,,,,,,,,,,,,,,, -17.58,,,,,,,,,, -22.53,,,, 10320.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 16.62,,,,,,,,,,,,,,,,,,,,,, -40.18,,,,,,,,,, 3.930,,,, 4.720,,,,,,,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -52.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   6:35:28PM,,,,CalibStd-1,,James,Cenovus (26),,,,,,,,,,,,,,,,,,,,,,,,, 2893.,,,,,,,,,, 214.2,,,, 61310.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 245.2,,,,,,,,,,,,,,,,,,,,,, 74.44,,,,,,,,,, 29.72,,,, 1190.,,,,,,,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 8464.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   6:37:00PM,,,,CalibStd-2,,James,Cenovus (26),,,,,,,,,,,,,,,,,,,,,,,,, 5749.,,,,,,,,,, 345.5,,,, 87910.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 466.7,,,,,,,,,,,,,,,,,,,,,, 212.1,,,,,,,,,, 55.20,,,, 2367.,,,,,,,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 16820.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   6:38:32PM,,,,CalibStd-3,,James,Cenovus (26),,,,,,,,,,,,,,,,,,,,,,,,, 31660.,,,,,,,,,, 1616.,,,, 346800.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2366.,,,,,,,,,,,,,,,,,,,,,, 482.5,,,,,,,,,, 255.9,,,, 12550.,,,,,,,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 89520.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   6:40:10PM,,,,CalibStd-4,,James,Cenovus (26),,,,,,,,,,,,,,,,,,,,,,,,, 123200.,,,,,,,,,, 4689.,,,, 981000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 9041.,,,,,,,,,,,,,,,,,,,,,, 1963.,,,,,,,,,, 951.4,,,, 47730.,,,,,,,, 27800.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 341700.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   6:41:54PM,,,,CalibStd-5,,James,Cenovus (26),,,,,,,,,,,,,,,,,,,,,,,,, 597800.,,,,,,,,,, 22850.,,,, 4530000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 44390.,,,,,,,,,,,,,,,,,,,,,, 9911.,,,,,,,,,, 4679.,,,, 236200.,,,,,,,, 124300.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1664000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   6:43:44PM,,,,CalibStd-6,,James,Cenovus (26),,,,,,,,,,,,,,,,,,,,,,,,, 2836000.,,,,,,,,,, 109400.,,,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 211900.,,,,,,,,,,,,,,,,,,,,,, 49060.,,,,,,,,,, 22950.,,,, 1097000.,,,,,,,, 621200.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   6:45:40PM,,,,IPC,,James,Cenovus (26),,,,,,,,,,,,,,,,,,,,,,,,,F 2.170,,,,,,,,,,F 2.175,,,,F 2.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 2.114,,,,,,,,,,,,,,,,,,,,,, 10.18,,,,,,,,,, 2.069,,,,F 2.150,,,,,,,,F 1.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   6:47:46PM,,,,Calib. Blank QC,,James,Cenovus (26),,,,,,,,,,,,,,,,,,,,,,,,,F .0007,,,,,,,,,,F -.0015,,,,F .0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F .0010,,,,,,,,,,,,,,,,,,,,,,F .0211,,,,,,,,,,F .0044,,,,F .0008,,,,,,,,^F *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F .0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   6:49:44PM,,,,QCS,,James,Cenovus (26),,,,,,,,,,,,,,,,,,,,,,,,, 5.188,,,,,,,,,, 5.138,,,, 5.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.130,,,,,,,,,,,,,,,,,,,,,, 10.01,,,,,,,,,, 5.053,,,,F 5.260,,,,,,,, 24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   6:51:53PM,,,,LOW QC1,,James,Cenovus (26),,,,,,,,,,,,,,,,,,,,,,,,, .5161,,,,,,,,,, .8360,,,, .8255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .5167,,,,,,,,,,,,,,,,,,,,,, 1.015,,,,,,,,,, .5224,,,, .5295,,,,,,,, 2.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .5063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   6:53:29PM,,,,LOW QC2,,James,Cenovus (26),,,,,,,,,,,,,,,,,,,,,,,,, .2551,,,,,,,,,, .8155,,,, .8071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .2907,,,,,,,,,,,,,,,,,,,,,, .5309,,,,,,,,,, .2694,,,, .2654,,,,,,,, 1.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   6:58:59PM,,,,Blank,,James,Cenovus (27),,,,,,,,,,,,,,,,,,,,,,,,, -48.45,,,,,,,,,, -28.64,,,, 10260.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 16.64,,,,,,,,,,,,,,,,,,,,,, -26.28,,,,,,,,,, 5.529,,,, 5.292,,,,,,,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -44.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   7:01:46PM,,,,CalibStd-1,,James,Cenovus (27),,,,,,,,,,,,,,,,,,,,,,,,, 3068.,,,,,,,,,, 219.6,,,, 62750.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 246.6,,,,,,,,,,,,,,,,,,,,,, 74.30,,,,,,,,,, 28.84,,,, 1203.,,,,,,,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 8573.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   7:04:29PM,,,,CalibStd-2,,James,Cenovus (27),,,,,,,,,,,,,,,,,,,,,,,,, 6259.,,,,,,,,,, 354.7,,,, 91740.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 479.9,,,,,,,,,,,,,,,,,,,,,, 227.7,,,,,,,,,, 53.55,,,, 2417.,,,,,,,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 17510.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   7:07:14PM,,,,CalibStd-3,,James,Cenovus (27),,,,,,,,,,,,,,,,,,,,,,,,, 33260.,,,,,,,,,, 1639.,,,, 362500.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2408.,,,,,,,,,,,,,,,,,,,,,, 486.3,,,,,,,,,, 259.6,,,, 12790.,,,,,,,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 93070.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   7:10:07PM,,,,CalibStd-4,,James,Cenovus (27),,,,,,,,,,,,,,,,,,,,,,,,, 125600.,,,,,,,,,, 4729.,,,, 1019000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 9072.,,,,,,,,,,,,,,,,,,,,,, 1993.,,,,,,,,,, 959.4,,,, 48920.,,,,,,,, 28880.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 349800.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   7:13:08PM,,,,CalibStd-5,,James,Cenovus (27),,,,,,,,,,,,,,,,,,,,,,,,, 610100.,,,,,,,,,, 23050.,,,, 4572000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 44940.,,,,,,,,,,,,,,,,,,,,,, 10100.,,,,,,,,,, 4684.,,,, 239100.,,,,,,,, 126100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1687000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   7:16:18PM,,,,CalibStd-6,,James,Cenovus (27),,,,,,,,,,,,,,,,,,,,,,,,, 2904000.,,,,,,,,,, 111400.,,,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 215600.,,,,,,,,,,,,,,,,,,,,,, 50590.,,,,,,,,,, 23150.,,,, 1098000.,,,,,,,, 630100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   7:19:38PM,,,,IPC,,James,Cenovus (27),,,,,,,,,,,,,,,,,,,,,,,,,F 2.178,,,,,,,,,,F 2.144,,,,F 2.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.092,,,,,,,,,,,,,,,,,,,,,, 10.10,,,,,,,,,, 2.061,,,,F 2.182,,,,,,,,F 1.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   7:23:01PM,,,,Calib. Blank QC,,James,Cenovus (27),,,,,,,,,,,,,,,,,,,,,,,,,F .0002,,,,,,,,,,F .0015,,,,F .0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F .0003,,,,,,,,,,,,,,,,,,,,,,F .0094,,,,,,,,,,F -.0000,,,,F .0003,,,,,,,,^F *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F .0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Published:,,11/10/2015  2:32:31 PM,,,,,,,,3 - 1 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,3 - 2 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,3 - 3 of 47,,,,Published:,11/10/2015  2:32:31 PM,,,,,,,3 - 4 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,3 - 5 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,3 - 6 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,3 - 7 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,3 - 8 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,3 - 9 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,3 - 10 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,3 - 11 of 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Ag3280,,Al3082,Al3961,,As1890,,Au2427,,B_2496,,B_2497,,Ba2304,,Ba4130,,Ba4554,,Ba,,Ba4934,,Be3130,,Bi2230,,Bi3067,,Ca,,Ca3158,,Ca3179,,Ca3933,,Cd2265,,Cd2288,,Ce4040,,Ce5353,,Co2286,,Co2311,,Co2388,,Cr2677,,Cu3247,,Dy3531,,Er3372,,Eu3819,,Fe2382,,Fe,,Fe2599,,Ga2943,,Gd3350,,Ge2651,,Hf3399,,Hg1942,,Ho3456,,In2306,,In3256,,Ir2242,,K,,K_7664,,La3337,,Li6707,,Lu2615,,Mg,,Mg2790,,Mg2852,,Mn2576,,Mn2593,,Mo2020,,Mo2848,,Na5889,,Na5895,,Na8183,,Nb3094,,Nd4012,,Ni2316,,Os2255,,P_2136,,Pb2203,,Pd3404,,Pr4143,,Pt2144,,Rh3434,,Ru2678,,S_1826,,Sb2068,,Sc3613,,Se1960,,Si2516,,Sm3306,,Sn1899,,Sr2152,,Sr2282,,Sr4077,,Sr,,Sr4215,,Ta2685,,Tb3509,,Te2142,,Th2837,,Ti3349,,Tl1908,,Tm3131,,U_3670,,V_3093,,W_2397,,Y_3710,,Yb3289,,Zn2138,,Zn2138,,Zr3391,
9/4/2014   7:26:10PM,,,,QCS,,James,Cenovus (27),,,,,,,,,,,,,,,,,,,,,,,,, 5.111,,,,,,,,,, 5.082,,,, 4.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.108,,,,,,,,,,,,,,,,,,,,,, 10.04,,,,,,,,,, 5.022,,,,F 5.341,,,,,,,, 25.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   7:29:41PM,,,,LOW QC1,,James,Cenovus (27),,,,,,,,,,,,,,,,,,,,,,,,, .3008,,,,,,,,,, .9413,,,, .9379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .2946,,,,,,,,,,,,,,,,,,,,,, .5895,,,,,,,,,, .3048,,,, .3042,,,,,,,, 1.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .2931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014   7:32:32PM,,,,LOW QC2,,James,Cenovus (27),,,,,,,,,,,,,,,,,,,,,,,,, .0559,,,,,,,,,, 1.024,,,, 1.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0617,,,,,,,,,,,,,,,,,,,,,, .1168,,,,,,,,,, .0781,,,, .0572,,,,,,,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014   8:26:03AM,,,,Blank,,Lifeng,Cenovus (28),,,,,,,,,,,,,,,,,,,,,,,,, -34.64,,,,,,,,,, 666.6,,,, 160000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 18.06,,,,,,,,,,,,,,,,,,,,,, -26.70,,,,,,,,,, 9.348,,,, 8.728,,,,,,,,^ *****,, 28.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -18.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014   8:28:49AM,,,,CalibStd-1,,Lifeng,Cenovus (28),,,,,,,,,,,,,,,,,,,,,,,,, 3302.,,,,,,,,,, 210.9,,,, 63210.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 260.2,,,,,,,,,,,,,,,,,,,,,, 59.70,,,,,,,,,, 31.55,,,, 1183.,,,,,,,,^ *****,, 212.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 8827.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014   8:31:33AM,,,,CalibStd-2,,Lifeng,Cenovus (28),,,,,,,,,,,,,,,,,,,,,,,,, 6714.,,,,,,,,,, 351.0,,,, 92730.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 502.6,,,,,,,,,,,,,,,,,,,,,, 230.1,,,,,,,,,, 57.15,,,, 2393.,,,,,,,,^ *****,, 414.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 18050.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014   8:34:18AM,,,,CalibStd-3,,Lifeng,Cenovus (28),,,,,,,,,,,,,,,,,,,,,,,,, 35090.,,,,,,,,,, 1666.,,,, 364900.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2515.,,,,,,,,,,,,,,,,,,,,,, 502.2,,,,,,,,,, 272.7,,,, 12660.,,,,,,,,^ *****,, 2088.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 95340.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014   8:37:11AM,,,,LOW QC1,,Lifeng,Cenovus (28),,,,,,,,,,,,,,,,,,,,,,,,, .0418,,,,,,,,,, 3.262,,,, 3.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0417,,,,,,,,,,,,,,,,,,,,,, .0950,,,,,,,,,, .0550,,,, .0425,,,,,,,,^ *****,, .2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014   8:40:03AM,,,,LOW QC2,,Lifeng,Cenovus (28),,,,,,,,,,,,,,,,,,,,,,,,, .0074,,,,,,,,,, 3.282,,,, 3.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0079,,,,,,,,,,,,,,,,,,,,,, .0132,,,,,,,,,, .0213,,,, .0077,,,,,,,,^ *****,, .0437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014   9:01:26AM,,,,Blank,,Lifeng,Cenovus (28),,,,,,,,,,,,,,,,,,,,,,,,, -30.73,,,,,,,,,, 651.1,,,, 152500.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 17.51,,,,,,,,,,,,,,,,,,,,,, -27.80,,,,,,,,,, 8.078,,,, 8.141,,,,,,,,^ *****,, 2.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -20.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014   9:04:14AM,,,,CalibStd-1,,Lifeng,Cenovus (28),,,,,,,,,,,,,,,,,,,,,,,,, 3116.,,,,,,,,,, 218.4,,,, 62690.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 254.2,,,,,,,,,,,,,,,,,,,,,, 62.10,,,,,,,,,, 31.03,,,, 1207.,,,,,,,,^ *****,, 202.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 8631.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014   9:06:58AM,,,,CalibStd-2,,Lifeng,Cenovus (28),,,,,,,,,,,,,,,,,,,,,,,,, 6329.,,,,,,,,,, 358.1,,,, 91850.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 489.9,,,,,,,,,,,,,,,,,,,,,, 229.8,,,,,,,,,, 55.87,,,, 2438.,,,,,,,,^ *****,, 404.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 17610.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014   9:09:42AM,,,,CalibStd-3,,Lifeng,Cenovus (28),,,,,,,,,,,,,,,,,,,,,,,,, 33230.,,,,,,,,,, 1668.,,,, 359500.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2449.,,,,,,,,,,,,,,,,,,,,,, 490.6,,,,,,,,,, 267.7,,,, 12920.,,,,,,,,^ *****,, 2119.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 93120.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014   9:12:34AM,,,,LOW QC1,,Lifeng,Cenovus (28),,,,,,,,,,,,,,,,,,,,,,,,, .0002,,,,,,,,,, -1.576,,,, -1.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0036,,,,,,,,,,,,,,,,,,,,,, -.0200,,,,,,,,,, -.0025,,,, -.0001,,,,,,,,^ *****,, -.0240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014   9:15:19AM,,,,LOW QC2,,Lifeng,Cenovus (28),,,,,,,,,,,,,,,,,,,,,,,,, .0004,,,,,,,,,, -1.577,,,, -1.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0037,,,,,,,,,,,,,,,,,,,,,, -.0189,,,,,,,,,, -.0070,,,, -.0001,,,,,,,,^ *****,, -.0234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
